Data Download from NCSES Interactive Data Tool

Filters,Selected values
"Enrollment Status","Full Time"
"Institution Name","12 of 1070"
"SEH Fields","Science, Engineering"
"First-Time Students","First Time Students"

,,,,,,"<measures>","Graduate Students by Demographic Characteristics and Enrollment",
"[Year]","[Institution Name]","[SEH Fields]","[Broad Fields]","[First-Time Students]","[Enrollment Status]","[Sex]",
"2015","University of Pennsylvania","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","715",
"2015","University of Pennsylvania","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","461",
"2015","University of Pennsylvania","Science","Agricultural sciences","Total for selected values","Total for selected values","Total for selected values","24",
"2015","University of Pennsylvania","Science","Agricultural sciences","First Time Students","Total for selected values","Total for selected values","24",
"2015","University of Pennsylvania","Science","Agricultural sciences","First Time Students","Full Time","Total for selected values","24",
"2015","University of Pennsylvania","Science","Agricultural sciences","First Time Students","Full Time","Female","11",
"2015","University of Pennsylvania","Science","Agricultural sciences","First Time Students","Full Time","Male","13",
"2015","University of Pennsylvania","Science","Biological sciences","Total for selected values","Total for selected values","Total for selected values","96",
"2015","University of Pennsylvania","Science","Biological sciences","First Time Students","Total for selected values","Total for selected values","96",
"2015","University of Pennsylvania","Science","Biological sciences","First Time Students","Full Time","Total for selected values","96",
"2015","University of Pennsylvania","Science","Biological sciences","First Time Students","Full Time","Female","51",
"2015","University of Pennsylvania","Science","Biological sciences","First Time Students","Full Time","Male","45",
"2015","University of Pennsylvania","Science","Communication","Total for selected values","Total for selected values","Total for selected values","15",
"2015","University of Pennsylvania","Science","Communication","First Time Students","Total for selected values","Total for selected values","15",
"2015","University of Pennsylvania","Science","Communication","First Time Students","Full Time","Total for selected values","15",
"2015","University of Pennsylvania","Science","Communication","First Time Students","Full Time","Female","8",
"2015","University of Pennsylvania","Science","Communication","First Time Students","Full Time","Male","7",
"2015","University of Pennsylvania","Science","Computer sciences","Total for selected values","Total for selected values","Total for selected values","16",
"2015","University of Pennsylvania","Science","Computer sciences","First Time Students","Total for selected values","Total for selected values","16",
"2015","University of Pennsylvania","Science","Computer sciences","First Time Students","Full Time","Total for selected values","16",
"2015","University of Pennsylvania","Science","Computer sciences","First Time Students","Full Time","Female","3",
