Data Download from NCSES Interactive Data Tool

Filters,Selected values
"Enrollment Status","Full Time"
"Institution Name","12 of 1070"
"SEH Fields","Science, Engineering"
"First-Time Students","First Time Students"

,,,,,,"<measures>","Graduate Students by Demographic Characteristics and Enrollment",
"[Year]","[Institution Name]","[SEH Fields]","[Detailed Fields]","[First-Time Students]","[Enrollment Status]","[Sex]",
"2006","Duke University","Engineering","Electrical engineering","First Time Students","Full Time","Total for selected values","29",
"2006","Duke University","Engineering","Electrical engineering","First Time Students","Full Time","Female","5",
"2006","Duke University","Engineering","Electrical engineering","First Time Students","Full Time","Male","24",
"2006","Duke University","Engineering","Mechanical engineering","Total for selected values","Total for selected values","Total for selected values","11",
"2006","Duke University","Engineering","Mechanical engineering","First Time Students","Total for selected values","Total for selected values","11",
"2006","Duke University","Engineering","Mechanical engineering","First Time Students","Full Time","Total for selected values","11",
"2006","Duke University","Engineering","Mechanical engineering","First Time Students","Full Time","Female","3",
"2006","Duke University","Engineering","Mechanical engineering","First Time Students","Full Time","Male","8",
"2006","Harvard University","Total for selected values","Total for selected values","Total for selected values","Total for selected values","Total for selected values","1,183",
"2006","Harvard University","Science","Total for selected values","Total for selected values","Total for selected values","Total for selected values","1,080",
"2006","Harvard University","Science","Anthropology","Total for selected values","Total for selected values","Total for selected values","17",
"2006","Harvard University","Science","Anthropology","First Time Students","Total for selected values","Total for selected values","17",
"2006","Harvard University","Science","Anthropology","First Time Students","Full Time","Total for selected values","17",
"2006","Harvard University","Science","Anthropology","First Time Students","Full Time","Female","12",
"2006","Harvard University","Science","Anthropology","First Time Students","Full Time","Male","5",
"2006","Harvard University","Science","Astronomy and astrophysics","Total for selected values","Total for selected values","Total for selected values","10",
"2006","Harvard University","Science","Astronomy and astrophysics","First Time Students","Total for selected values","Total for selected values","10",
"2006","Harvard University","Science","Astronomy and astrophysics","First Time Students","Full Time","Total for selected values","10",
"2006","Harvard University","Science","Astronomy and astrophysics","First Time Students","Full Time","Female","1",
"2006","Harvard University","Science","Astronomy and astrophysics","First Time Students","Full Time","Male","9",
"2006","Harvard University","Science","Biochemistry","Total for selected values","Total for selected values","Total for selected values","20",
"2006","Harvard University","Science","Biochemistry","First Time Students","Total for selected values","Total for selected values","20",
